CELL,TECHNOLOGY,CLUSTERTYPE,PROVINCE
1121A,2G,High,GAUTENG
1121A1,3G,High,GAUTENG
1121A2,3G,High,GAUTENG
1121B,2G,High,GAUTENG
1121B1,3G,High,GAUTENG
1121B2,3G,High,GAUTENG
1121C,2G,High,GAUTENG
1121C1,3G,High,GAUTENG
1121C2,3G,High,GAUTENG
1122A,2G,High,GAUTENG
1122A1,3G,High,GAUTENG
1122B,2G,High,GAUTENG
1122B1,3G,High,GAUTENG
1122C,2G,High,GAUTENG
1122C1,3G,High,GAUTENG
1123A,2G,Good,GAUTENG
1123B,2G,Good,GAUTENG
1123C,2G,Good,GAUTENG
1124A,2G,Premium,GAUTENG
1124A1,3G,Premium,GAUTENG
1124A2,3G,Premium,GAUTENG
1124B,2G,Premium,GAUTENG
1124B1,3G,Premium,GAUTENG
1124B2,3G,Premium,GAUTENG
1124C,2G,Premium,GAUTENG
1124C1,3G,Premium,GAUTENG
1124C2,3G,Premium,GAUTENG
1125A,2G,High,LIMPOPO
1125B,2G,High,LIMPOPO
1125C,2G,High,LIMPOPO
1126A,2G,High,GAUTENG
1126A1,3G,High,GAUTENG
1126A2,3G,High,GAUTENG
1126B,2G,High,GAUTENG
1126B1,3G,High,GAUTENG
1126B2,3G,High,GAUTENG
1126C,2G,High,GAUTENG
1126C1,3G,High,GAUTENG
1126C2,3G,High,GAUTENG
1127A,2G,High,GAUTENG
1127A1,3G,High,GAUTENG
1127A2,3G,High,GAUTENG
1127B,2G,High,GAUTENG
1127B1,3G,High,GAUTENG
1127B2,3G,High,GAUTENG
1127C,2G,High,GAUTENG
1127C1,3G,High,GAUTENG
1127C2,3G,High,GAUTENG
1128A,2G,High,KWAZULU-NATAL
1128A1,3G,High,KWAZULU-NATAL
1128B,2G,High,KWAZULU-NATAL
1128B1,3G,High,KWAZULU-NATAL
1128C,2G,High,KWAZULU-NATAL
1128C1,3G,High,KWAZULU-NATAL
1129A,2G,Good,KWAZULU-NATAL
1129B,2G,Good,KWAZULU-NATAL
112A,2G,High,KWAZULU-NATAL
112B,2G,High,KWAZULU-NATAL
112C,2G,High,KWAZULU-NATAL
1130A,2G,High,GAUTENG
1130A1,3G,High,GAUTENG
1130A2,3G,High,GAUTENG
1130B,2G,High,GAUTENG
1130B1,3G,High,GAUTENG
1130B2,3G,High,GAUTENG
1131A,2G,Premium,GAUTENG
1131A1,3G,Premium,GAUTENG
1131B,2G,Premium,GAUTENG
1131B1,3G,Premium,GAUTENG
1131C,2G,Premium,GAUTENG
1131C1,3G,Premium,GAUTENG
1132A,2G,High,GAUTENG
1132A1,3G,High,GAUTENG
1132B,2G,High,GAUTENG
1132B1,3G,High,GAUTENG
1132C,2G,High,GAUTENG
1132C1,3G,High,GAUTENG
1133A,2G,High,GAUTENG
1133A1,3G,High,GAUTENG
1133A2,3G,High,GAUTENG
1133B,2G,High,GAUTENG
1133B1,3G,High,GAUTENG
1133B2,3G,High,GAUTENG
1133C,2G,High,GAUTENG
1133C1,3G,High,GAUTENG
1133C2,3G,High,GAUTENG
1134A,2G,High,GAUTENG
1134A1,3G,High,GAUTENG
1134A2,3G,High,GAUTENG
1134B,2G,High,GAUTENG
1134B1,3G,High,GAUTENG
1134B2,3G,High,GAUTENG
1134C,2G,High,GAUTENG
1134C1,3G,High,GAUTENG
1134C2,3G,High,GAUTENG
1135A,2G,Good,NORTH WEST
1136A,2G,High,GAUTENG
1136A1,3G,High,GAUTENG
1136A2,3G,High,GAUTENG
1136B,2G,High,GAUTENG
1136B1,3G,High,GAUTENG
1136B2,3G,High,GAUTENG
1136C,2G,High,GAUTENG
1136C1,3G,High,GAUTENG
1136C2,3G,High,GAUTENG
1137A,2G,High,GAUTENG
1138A,2G,Good,NORTH WEST
1139A,2G,Good,GAUTENG
1139A1,3G,Good,GAUTENG
1139A2,3G,Good,GAUTENG
1139B,2G,Good,GAUTENG
1139B1,3G,Good,GAUTENG
1139B2,3G,Good,GAUTENG
1139C,2G,Good,GAUTENG
1139C1,3G,Good,GAUTENG
1139C2,3G,Good,GAUTENG
113A,2G,High,KWAZULU-NATAL
113B,2G,High,KWAZULU-NATAL
113C,2G,High,KWAZULU-NATAL
1140A,2G,High,GAUTENG
1140A1,3G,High,GAUTENG
1140A2,3G,High,GAUTENG
1140B,2G,High,GAUTENG
1140B1,3G,High,GAUTENG
1140B2,3G,High,GAUTENG
1140C,2G,High,GAUTENG
1140C1,3G,High,GAUTENG
1140C2,3G,High,GAUTENG
1141A,2G,High,WESTERN CAPE
1141A1,3G,High,WESTERN CAPE
1141A2,3G,High,WESTERN CAPE
1141B,2G,High,WESTERN CAPE
1141B1,3G,High,WESTERN CAPE
1141B2,3G,High,WESTERN CAPE
1141C,2G,High,WESTERN CAPE
1141C1,3G,High,WESTERN CAPE
1141C2,3G,High,WESTERN CAPE
1142A,2G,Good,EASTERN CAPE
1142B,2G,Good,EASTERN CAPE
1142C,2G,Good,EASTERN CAPE
1143A,2G,Good,EASTERN CAPE
1143B,2G,Good,EASTERN CAPE
1143C,2G,Good,EASTERN CAPE
1144A,2G,Good,EASTERN CAPE
1144A1,3G,Good,EASTERN CAPE
1144B,2G,Good,EASTERN CAPE
1144B1,3G,Good,EASTERN CAPE
1144C,2G,Good,EASTERN CAPE
1144C1,3G,Good,EASTERN CAPE
1145A,2G,Premium,GAUTENG
1145A1,3G,Premium,GAUTENG
1145A2,3G,Premium,GAUTENG
1145B,2G,Premium,GAUTENG
1145B1,3G,Premium,GAUTENG
1145B2,3G,Premium,GAUTENG
1145C,2G,Premium,GAUTENG
1145C1,3G,Premium,GAUTENG
1145C2,3G,Premium,GAUTENG
1146A,2G,Premium,GAUTENG
1146A1,3G,Premium,GAUTENG
1146A2,3G,Premium,GAUTENG
1146B,2G,Premium,GAUTENG
1146B1,3G,Premium,GAUTENG
1146B2,3G,Premium,GAUTENG
1146C,2G,Premium,GAUTENG
1146C1,3G,Premium,GAUTENG
1146C2,3G,Premium,GAUTENG
1147A,2G,Premium,GAUTENG
1147A1,3G,Premium,GAUTENG
1147A2,3G,Premium,GAUTENG
1147B,2G,Premium,GAUTENG
1147B1,3G,Premium,GAUTENG
1147B2,3G,Premium,GAUTENG
1147C,2G,Premium,GAUTENG
1147C1,3G,Premium,GAUTENG
1147C2,3G,Premium,GAUTENG
1148A,2G,Premium,GAUTENG
1148A1,3G,Premium,GAUTENG
1148B,2G,Premium,GAUTENG
1148B1,3G,Premium,GAUTENG
1148C,2G,Premium,GAUTENG
1148C1,3G,Premium,GAUTENG
1149A,2G,High,GAUTENG
1149A1,3G,High,GAUTENG
1149A2,3G,High,GAUTENG
1149B,2G,High,GAUTENG
1149B1,3G,High,GAUTENG
1149B2,3G,High,GAUTENG
1149C,2G,High,GAUTENG
1149C1,3G,High,GAUTENG
1149C2,3G,High,GAUTENG
114A,2G,High,KWAZULU-NATAL
114B,2G,High,KWAZULU-NATAL
114C,2G,High,KWAZULU-NATAL
1150A,2G,High,GAUTENG
1150A1,3G,High,GAUTENG
1150B,2G,High,GAUTENG
1150B1,3G,High,GAUTENG
1150C,2G,High,GAUTENG
1150C1,3G,High,GAUTENG
1151A,2G,Premium,GAUTENG
1151A1,3G,Premium,GAUTENG
1151A2,3G,Premium,GAUTENG
1151B,2G,Premium,GAUTENG
1151B1,3G,Premium,GAUTENG
1151B2,3G,Premium,GAUTENG
1151C,2G,Premium,GAUTENG
1151C1,3G,Premium,GAUTENG
1151C2,3G,Premium,GAUTENG
1152A,2G,Good,EASTERN CAPE
1152B,2G,Good,EASTERN CAPE
1152C,2G,Good,EASTERN CAPE
1153A,2G,Good,EASTERN CAPE
1153B,2G,Good,EASTERN CAPE
1153C,2G,Good,EASTERN CAPE
1154A,2G,High,GAUTENG
1154A1,3G,High,GAUTENG
1154A2,3G,High,GAUTENG
1154B,2G,High,GAUTENG
1154B1,3G,High,GAUTENG
1154B2,3G,High,GAUTENG
1154C,2G,High,GAUTENG
1154C1,3G,High,GAUTENG
1154C2,3G,High,GAUTENG
1155A,2G,High,EASTERN CAPE
1155A1,3G,High,EASTERN CAPE
1155B,2G,High,EASTERN CAPE
1155B1,3G,High,EASTERN CAPE
1155C,2G,High,EASTERN CAPE
1155C1,3G,High,EASTERN CAPE
1156A,2G,High,GAUTENG
1156A1,3G,High,GAUTENG
1156A2,3G,High,GAUTENG
1156B,2G,High,GAUTENG
1156B1,3G,High,GAUTENG
1156B2,3G,High,GAUTENG
1156C,2G,High,GAUTENG
1156C1,3G,High,GAUTENG
1156C2,3G,High,GAUTENG
1157A,2G,Good,EASTERN CAPE
1158A,2G,Premium,KWAZULU-NATAL
1158A1,3G,Premium,KWAZULU-NATAL
1158A2,3G,Premium,KWAZULU-NATAL
1158B,2G,Premium,KWAZULU-NATAL
1158B1,3G,Premium,KWAZULU-NATAL
1158B2,3G,Premium,KWAZULU-NATAL
1158C,2G,Premium,KWAZULU-NATAL
1159A,2G,Premium,KWAZULU-NATAL
1159A1,3G,Premium,KWAZULU-NATAL
1159A2,3G,Premium,KWAZULU-NATAL
1159B,2G,Premium,KWAZULU-NATAL
1159B1,3G,Premium,KWAZULU-NATAL
1159B2,3G,Premium,KWAZULU-NATAL
1159C,2G,Premium,KWAZULU-NATAL
1159C1,3G,Premium,KWAZULU-NATAL
1159C2,3G,Premium,KWAZULU-NATAL
115A,2G,High,KWAZULU-NATAL
115A1,3G,High,KWAZULU-NATAL
115B,2G,High,KWAZULU-NATAL
115B1,3G,High,KWAZULU-NATAL
115C,2G,High,KWAZULU-NATAL
115C1,3G,High,KWAZULU-NATAL
1160A,2G,Premium,KWAZULU-NATAL
1160A1,3G,Premium,KWAZULU-NATAL
1160B,2G,Premium,KWAZULU-NATAL
1160B1,3G,Premium,KWAZULU-NATAL
1160C,2G,Premium,KWAZULU-NATAL
1160C1,3G,Premium,KWAZULU-NATAL
1161A,2G,Good,KWAZULU-NATAL
1161A1,3G,Good,KWAZULU-NATAL
1161A2,3G,Good,KWAZULU-NATAL
1161B,2G,Good,KWAZULU-NATAL
1161B1,3G,Good,KWAZULU-NATAL
1161B2,3G,Good,KWAZULU-NATAL
1161C,2G,Good,KWAZULU-NATAL
1162A,2G,Good,WESTERN CAPE
1162B,2G,Good,WESTERN CAPE
1163A,2G,Good,WESTERN CAPE
1163B,2G,Good,WESTERN CAPE
1164A,2G,Good,WESTERN CAPE
1165A,2G,Good,WESTERN CAPE
1165A1,3G,Good,WESTERN CAPE
1165A2,3G,Good,WESTERN CAPE
1165B,2G,Good,WESTERN CAPE
1165B1,3G,Good,WESTERN CAPE
1165B2,3G,Good,WESTERN CAPE
1165C,2G,Good,WESTERN CAPE
1165C1,3G,Good,WESTERN CAPE
1165C2,3G,Good,WESTERN CAPE
1166A,2G,Premium,GAUTENG
1166A1,3G,Premium,GAUTENG
1166A2,3G,Premium,GAUTENG
1166B,2G,Premium,GAUTENG
1166B1,3G,Premium,GAUTENG
1166B2,3G,Premium,GAUTENG
1166C,2G,Premium,GAUTENG
1166C1,3G,Premium,GAUTENG
1166C2,3G,Premium,GAUTENG
1167A,2G,High,NORTH WEST
1167A1,3G,High,NORTH WEST
1167A2,3G,High,NORTH WEST
1167B,2G,High,NORTH WEST
1167B1,3G,High,NORTH WEST
1167B2,3G,High,NORTH WEST
1167C,2G,High,NORTH WEST
1167C1,3G,High,NORTH WEST
1167C2,3G,High,NORTH WEST
1168A,2G,Premium,GAUTENG
1168A1,3G,Premium,GAUTENG
1168A2,3G,Premium,GAUTENG
1168B,2G,Premium,GAUTENG
1168B1,3G,Premium,GAUTENG
1168B2,3G,Premium,GAUTENG
1168C,2G,Premium,GAUTENG
1168C1,3G,Premium,GAUTENG
1168C2,3G,Premium,GAUTENG
1169A,2G,Good,FREE STATE
1169B,2G,Good,FREE STATE
1169C,2G,Good,FREE STATE
116A,2G,High,KWAZULU-NATAL
1170A,2G,Good,NORTH WEST
1170A1,3G,Good,NORTH WEST
1170A2,3G,Good,NORTH WEST
1170B,2G,Good,NORTH WEST
1170B1,3G,Good,NORTH WEST
1170B2,3G,Good,NORTH WEST
1170C,2G,Good,NORTH WEST
1170C1,3G,Good,NORTH WEST
1170C2,3G,Good,NORTH WEST
1171A,2G,Premium,GAUTENG
1171A1,3G,Premium,GAUTENG
1171A2,3G,Premium,GAUTENG
1171B,2G,Premium,GAUTENG
1171B1,3G,Premium,GAUTENG
1171B2,3G,Premium,GAUTENG
1171C,2G,Premium,GAUTENG
1171C1,3G,Premium,GAUTENG
1171C2,3G,Premium,GAUTENG
1172A,2G,Good,MPUMALANGA
1172B,2G,Good,MPUMALANGA
1173A,2G,Good,KWAZULU-NATAL
1173B,2G,Good,KWAZULU-NATAL
1173C,2G,Good,KWAZULU-NATAL
1174A,2G,High,WESTERN CAPE
1175A,2G,High,WESTERN CAPE
1175A1,3G,High,WESTERN CAPE
1175A2,3G,High,WESTERN CAPE
1175B,2G,High,WESTERN CAPE
1175B1,3G,High,WESTERN CAPE
1175B2,3G,High,WESTERN CAPE
1177A,2G,Good,EASTERN CAPE
1177A1,3G,Good,EASTERN CAPE
1177B,2G,Good,EASTERN CAPE
1177B1,3G,Good,EASTERN CAPE
1177C,2G,Good,EASTERN CAPE
1177C1,3G,Good,EASTERN CAPE
1178A,2G,High,NORTH WEST
1178A1,3G,High,NORTH WEST
1178A2,3G,High,NORTH WEST
1178B,2G,High,NORTH WEST
1178B1,3G,High,NORTH WEST
1178B2,3G,High,NORTH WEST
1178C,2G,High,NORTH WEST
1178C1,3G,High,NORTH WEST
1178C2,3G,High,NORTH WEST
1178D,2G,High,NORTH WEST
1179A,2G,High,NORTH WEST
1179A1,3G,High,NORTH WEST
1179A2,3G,High,NORTH WEST
1179B,2G,High,NORTH WEST
1179B1,3G,High,NORTH WEST
1179B2,3G,High,NORTH WEST
1179C,2G,High,NORTH WEST
117A,2G,High,GAUTENG
117A1,3G,High,GAUTENG
117A2,3G,High,GAUTENG
117B,2G,High,GAUTENG
117B1,3G,High,GAUTENG
117B2,3G,High,GAUTENG
117C,2G,High,GAUTENG
117C1,3G,High,GAUTENG
117C2,3G,High,GAUTENG
1180A,2G,Premium,GAUTENG
1180A1,3G,Premium,GAUTENG
1180A2,3G,Premium,GAUTENG
1180B,2G,Premium,GAUTENG
1180B1,3G,Premium,GAUTENG
1180B2,3G,Premium,GAUTENG
1180C,2G,Premium,GAUTENG
1180C1,3G,Premium,GAUTENG
1180C2,3G,Premium,GAUTENG
1181A,2G,High,GAUTENG
1181A1,3G,High,GAUTENG
1181A2,3G,High,GAUTENG
1181B,2G,High,GAUTENG
1181B1,3G,High,GAUTENG
1181B2,3G,High,GAUTENG
1181C,2G,High,GAUTENG
1181C1,3G,High,GAUTENG
1181C2,3G,High,GAUTENG
1182A,2G,High,GAUTENG
1182A1,3G,High,GAUTENG
1182A2,3G,High,GAUTENG
1182B,2G,High,GAUTENG
1182B1,3G,High,GAUTENG
1182B2,3G,High,GAUTENG
1182C,2G,High,GAUTENG
1182C1,3G,High,GAUTENG
1182C2,3G,High,GAUTENG
1183A,2G,Premium,GAUTENG
1183A1,3G,Premium,GAUTENG
1183B,2G,Premium,GAUTENG
1183B1,3G,Premium,GAUTENG
1183C,2G,Premium,GAUTENG
1183C1,3G,Premium,GAUTENG
1185A,2G,Good,EASTERN CAPE
1186A,2G,Good,NORTHERN CAPE
1187A,2G,Good,WESTERN CAPE
1187A1,3G,Good,WESTERN CAPE
1187B,2G,Good,WESTERN CAPE
1187B1,3G,Good,WESTERN CAPE
1187C,2G,Good,WESTERN CAPE
1187C1,3G,Good,WESTERN CAPE
1188A,2G,Good,LIMPOPO
1188A1,3G,Good,LIMPOPO
1188B,2G,Good,LIMPOPO
1188B1,3G,Good,LIMPOPO
1188C,2G,Good,LIMPOPO
1188C1,3G,Good,LIMPOPO
1189A,2G,Good,LIMPOPO
118A,2G,High,GAUTENG
118B,2G,High,GAUTENG
118C,2G,High,GAUTENG
1190A,2G,Good,LIMPOPO
1190B,2G,Good,LIMPOPO
1190C,2G,Good,LIMPOPO
1191A,2G,Premium,null
1191A1,3G,Premium,null
1191A2,3G,Premium,null
1191B,2G,Premium,null
1191B1,3G,Premium,null
1191B2,3G,Premium,null
1192A,2G,High,EASTERN CAPE
1192A1,3G,High,EASTERN CAPE
1192B,2G,High,EASTERN CAPE
1192B1,3G,High,EASTERN CAPE
1192C,2G,High,EASTERN CAPE
1193A,2G,High,WESTERN CAPE
1193A1,3G,High,WESTERN CAPE
1193B,2G,High,WESTERN CAPE
1193B1,3G,High,WESTERN CAPE
1193C,2G,High,WESTERN CAPE
1193C1,3G,High,WESTERN CAPE
1194A,2G,Good,NORTHERN CAPE
1195A,2G,High,KWAZULU-NATAL
1195A1,3G,High,KWAZULU-NATAL
1195B,2G,High,KWAZULU-NATAL
1195B1,3G,High,KWAZULU-NATAL
1195C,2G,High,KWAZULU-NATAL
1195C1,3G,High,KWAZULU-NATAL
1196A,2G,Good,NORTHERN CAPE
1197A,2G,Good,WESTERN CAPE
1197A1,3G,Good,WESTERN CAPE
1198A,2G,High,GAUTENG
1198A1,3G,High,GAUTENG
1198A2,3G,High,GAUTENG
1198B,2G,High,GAUTENG
1198B1,3G,High,GAUTENG
1198B2,3G,High,GAUTENG
1198C,2G,High,GAUTENG
1198C1,3G,High,GAUTENG
1198C2,3G,High,GAUTENG
1199A,2G,Good,NORTH WEST
119A,2G,High,GAUTENG
119A1,3G,High,GAUTENG
119A2,3G,High,GAUTENG
119B,2G,High,GAUTENG
119B1,3G,High,GAUTENG
119B2,3G,High,GAUTENG
119C,2G,High,GAUTENG
119C1,3G,High,GAUTENG
119C2,3G,High,GAUTENG
11A,2G,Premium,WESTERN CAPE
11A1,3G,Premium,WESTERN CAPE
11A2,3G,Premium,WESTERN CAPE
11B,2G,Premium,WESTERN CAPE
11B1,3G,Premium,WESTERN CAPE
11B2,3G,Premium,WESTERN CAPE
11C,2G,Premium,WESTERN CAPE
11C1,3G,Premium,WESTERN CAPE
11C2,3G,Premium,WESTERN CAPE
1200A,2G,Good,MPUMALANGA
1200B,2G,Good,MPUMALANGA
1200C,2G,Good,MPUMALANGA
1201A,2G,High,MPUMALANGA
1201A1,3G,High,MPUMALANGA
1201B,2G,High,MPUMALANGA
1201B1,3G,High,MPUMALANGA
1201C,2G,High,MPUMALANGA
1201C1,3G,High,MPUMALANGA
1202A,2G,High,MPUMALANGA
1202B,2G,High,MPUMALANGA
1202C,2G,High,MPUMALANGA
1203A,2G,High,MPUMALANGA
1203B,2G,High,MPUMALANGA
1203C,2G,High,MPUMALANGA
1204A,2G,High,MPUMALANGA
1204B,2G,High,MPUMALANGA
1204C,2G,High,MPUMALANGA
1205A,2G,Good,MPUMALANGA
1205A1,3G,Good,MPUMALANGA
1205A2,3G,Good,MPUMALANGA
1205B,2G,Good,MPUMALANGA
1205B1,3G,Good,MPUMALANGA
1205B2,3G,Good,MPUMALANGA
1205C,2G,Good,MPUMALANGA
1205C1,3G,Good,MPUMALANGA
1205C2,3G,Good,MPUMALANGA
1206A,2G,High,MPUMALANGA
1206B,2G,High,MPUMALANGA
1206C,2G,High,MPUMALANGA
1207A,2G,Good,MPUMALANGA
1208A,2G,Good,MPUMALANGA
1208A2,3G,Good,MPUMALANGA
1208B,2G,Good,MPUMALANGA
1208B2,3G,Good,MPUMALANGA
1208C,2G,Good,MPUMALANGA
1208C2,3G,Good,MPUMALANGA
1209A,2G,High,MPUMALANGA
1209B,2G,High,MPUMALANGA
1209C,2G,High,MPUMALANGA
120A,2G,Good,GAUTENG
120B,2G,Good,GAUTENG
120C,2G,Good,GAUTENG
1211A,2G,High,MPUMALANGA
1211B,2G,High,MPUMALANGA
1211C,2G,High,MPUMALANGA
1212A,2G,High,MPUMALANGA
1212A1,3G,High,MPUMALANGA
1212B,2G,High,MPUMALANGA
1212B1,3G,High,MPUMALANGA
1212C,2G,High,MPUMALANGA
1212C1,3G,High,MPUMALANGA
1213A,2G,Good,KWAZULU-NATAL
1214A,2G,Good,NORTHERN CAPE
1215A,2G,Good,MPUMALANGA
1216A,2G,Good,WESTERN CAPE
1216A1,3G,Good,WESTERN CAPE
1216A2,3G,Good,WESTERN CAPE
1216B,2G,Good,WESTERN CAPE
1216B1,3G,Good,WESTERN CAPE
1216B2,3G,Good,WESTERN CAPE
1216C,2G,Good,WESTERN CAPE
1216C1,3G,Good,WESTERN CAPE
1216C2,3G,Good,WESTERN CAPE
1217A,2G,Good,KWAZULU-NATAL
1217B,2G,Good,KWAZULU-NATAL
1217C,2G,Good,KWAZULU-NATAL
1217D,2G,Good,KWAZULU-NATAL
1218A,2G,High,LIMPOPO
1219A,2G,High,LIMPOPO
1219B,2G,High,LIMPOPO
1219C,2G,High,LIMPOPO
121A,2G,Premium,GAUTENG
121A1,3G,Premium,GAUTENG
121B,2G,Premium,GAUTENG
121B1,3G,Premium,GAUTENG
121C,2G,Premium,GAUTENG
121C1,3G,Premium,GAUTENG
1220A,2G,Good,MPUMALANGA
1220B,2G,Good,MPUMALANGA
1220C,2G,Good,MPUMALANGA
1221A,2G,High,FREE STATE
1221A1,3G,High,FREE STATE
1221B,2G,High,FREE STATE
1221B1,3G,High,FREE STATE
1221C,2G,High,FREE STATE
1221C1,3G,High,FREE STATE
1222A,2G,High,GAUTENG
1222A1,3G,High,GAUTENG
1222B,2G,High,GAUTENG
1222B1,3G,High,GAUTENG
1222C,2G,High,GAUTENG
1222C1,3G,High,GAUTENG
1223A,2G,Good,MPUMALANGA
1223B,2G,Good,MPUMALANGA
1223C,2G,Good,MPUMALANGA
1225A,2G,High,GAUTENG
1225A1,3G,High,GAUTENG
1225A2,3G,High,GAUTENG
1225B,2G,High,GAUTENG
1225B1,3G,High,GAUTENG
1225B2,3G,High,GAUTENG
1225C,2G,High,GAUTENG
1225C1,3G,High,GAUTENG
1225C2,3G,High,GAUTENG
1226A,2G,Premium,GAUTENG
1226A1,3G,Premium,GAUTENG
1226A2,3G,Premium,GAUTENG
1226B,2G,Premium,GAUTENG
1226B1,3G,Premium,GAUTENG
1226B2,3G,Premium,GAUTENG
1226C,2G,Premium,GAUTENG
1226C1,3G,Premium,GAUTENG
1226C2,3G,Premium,GAUTENG
1227A,2G,Good,KWAZULU-NATAL
1228A,2G,Good,LIMPOPO
1229A,2G,Premium,KWAZULU-NATAL
1229B,2G,Premium,KWAZULU-NATAL
1229C,2G,Premium,KWAZULU-NATAL
122A,2G,Premium,NORTH WEST
122A1,3G,Premium,NORTH WEST
122B1,3G,Premium,NORTH WEST
122C1,3G,Premium,NORTH WEST
1230A,2G,Good,MPUMALANGA
1230A1,3G,Good,MPUMALANGA
1230A2,3G,Good,MPUMALANGA
1230B,2G,Good,MPUMALANGA
1230B1,3G,Good,MPUMALANGA
1230B2,3G,Good,MPUMALANGA
1230C,2G,Good,MPUMALANGA
1230C1,3G,Good,MPUMALANGA
1230C2,3G,Good,MPUMALANGA
1231A,2G,High,MPUMALANGA
1231B,2G,High,MPUMALANGA
1231C,2G,High,MPUMALANGA
1232A,2G,High,MPUMALANGA
1232B,2G,High,MPUMALANGA
1232C,2G,High,MPUMALANGA
1233A,2G,High,MPUMALANGA
1233B,2G,High,MPUMALANGA
1233C,2G,High,MPUMALANGA
1234A,2G,Good,MPUMALANGA
1234B,2G,Good,MPUMALANGA
1234C,2G,Good,MPUMALANGA
1235A,2G,Good,KWAZULU-NATAL
1235B,2G,Good,KWAZULU-NATAL
1235C,2G,Good,KWAZULU-NATAL
1236A,2G,Good,KWAZULU-NATAL
1236B,2G,Good,KWAZULU-NATAL
1236C,2G,Good,KWAZULU-NATAL
1237A,2G,Good,KWAZULU-NATAL
1237B,2G,Good,KWAZULU-NATAL
1237C,2G,Good,KWAZULU-NATAL
1238A,2G,Good,KWAZULU-NATAL
1238B,2G,Good,KWAZULU-NATAL
1238C,2G,Good,KWAZULU-NATAL
1239A,2G,Good,KWAZULU-NATAL
1239A1,3G,Good,KWAZULU-NATAL
1239B,2G,Good,KWAZULU-NATAL
1239B1,3G,Good,KWAZULU-NATAL
1239C,2G,Good,KWAZULU-NATAL
1239C1,3G,Good,KWAZULU-NATAL
123A,2G,Premium,NORTH WEST
123A1,3G,Premium,NORTH WEST
123A2,3G,Premium,NORTH WEST
123B,2G,Premium,NORTH WEST
123B1,3G,Premium,NORTH WEST
123B2,3G,Premium,NORTH WEST
123C,2G,Premium,NORTH WEST
123C1,3G,Premium,NORTH WEST
123C2,3G,Premium,NORTH WEST
1240A,2G,Good,KWAZULU-NATAL
1241A,2G,Good,KWAZULU-NATAL
1241A1,3G,Good,KWAZULU-NATAL
1241B,2G,Good,KWAZULU-NATAL
1241B1,3G,Good,KWAZULU-NATAL
1241C,2G,Good,KWAZULU-NATAL
1241C1,3G,Good,KWAZULU-NATAL
1242A,2G,Good,KWAZULU-NATAL
1242B,2G,Good,KWAZULU-NATAL
1242C,2G,Good,KWAZULU-NATAL
1243A,2G,Good,KWAZULU-NATAL
1244A,2G,Good,KWAZULU-NATAL
1244A1,3G,Good,KWAZULU-NATAL
1244B,2G,Good,KWAZULU-NATAL
1244B1,3G,Good,KWAZULU-NATAL
1244C,2G,Good,KWAZULU-NATAL
1244C1,3G,Good,KWAZULU-NATAL
1245A,2G,Good,NORTHERN CAPE
1245B,2G,Good,NORTHERN CAPE
1246A,2G,Good,WESTERN CAPE
1246A1,3G,Good,WESTERN CAPE
1246B,2G,Good,WESTERN CAPE
1246B1,3G,Good,WESTERN CAPE
1246C,2G,Good,WESTERN CAPE
1246C1,3G,Good,WESTERN CAPE
1247A,2G,Good,WESTERN CAPE
1247A1,3G,Good,WESTERN CAPE
1247B,2G,Good,WESTERN CAPE
1247B1,3G,Good,WESTERN CAPE
1248A,2G,Good,NORTHERN CAPE
1249A,2G,Good,NORTH WEST
1249B,2G,Good,NORTH WEST
1249C,2G,Good,NORTH WEST
124A,2G,Premium,NORTH WEST
124A1,3G,Premium,NORTH WEST
124B,2G,Premium,NORTH WEST
124B1,3G,Premium,NORTH WEST
124C,2G,Premium,NORTH WEST
124C1,3G,Premium,NORTH WEST
1250A,2G,Good,GAUTENG
1250B,2G,Good,GAUTENG
1250C,2G,Good,GAUTENG
1251A,2G,High,WESTERN CAPE
1251A1,3G,High,WESTERN CAPE
1251A2,3G,High,WESTERN CAPE
1251B,2G,High,WESTERN CAPE
1251B1,3G,High,WESTERN CAPE
1251B2,3G,High,WESTERN CAPE
1251C,2G,High,WESTERN CAPE
1251C1,3G,High,WESTERN CAPE
1251C2,3G,High,WESTERN CAPE
1252A,2G,High,GAUTENG
1252A1,3G,High,GAUTENG
1252A2,3G,High,GAUTENG
1252B,2G,High,GAUTENG
1252B1,3G,High,GAUTENG
1252B2,3G,High,GAUTENG
1252C,2G,High,GAUTENG
1252C1,3G,High,GAUTENG
1252C2,3G,High,GAUTENG
1253A,2G,Good,EASTERN CAPE
1253B,2G,Good,EASTERN CAPE
1253C,2G,Good,EASTERN CAPE
1254A,2G,Good,EASTERN CAPE
1254B,2G,Good,EASTERN CAPE
1255A,2G,High,GAUTENG
1255A1,3G,High,GAUTENG
1255A2,3G,High,GAUTENG
1255B,2G,High,GAUTENG
1255B1,3G,High,GAUTENG
1255B2,3G,High,GAUTENG
1255C,2G,High,GAUTENG
1255C1,3G,High,GAUTENG
1255C2,3G,High,GAUTENG
1256A,2G,Good,EASTERN CAPE
1256B,2G,Good,EASTERN CAPE
1256C,2G,Good,EASTERN CAPE
1257A,2G,High,EASTERN CAPE
1257A1,3G,High,EASTERN CAPE
1257B,2G,High,EASTERN CAPE
1257B1,3G,High,EASTERN CAPE
1257C,2G,High,EASTERN CAPE
1257C1,3G,High,EASTERN CAPE
1258A,2G,Good,EASTERN CAPE
